"WEEK","ITEM_CODE","TOTAL_UNIT_SALES","TOTAL_VALUE_SALES","TOTAL_UNIT_AVG_WEEKLY_SALES","REGION"
"44-22","0757037512449","0.0220","1.9780","3.6670",TOTAL AUTOS AREA 3
"44-22","0757037517123","0.0050","0.1430","2.5830",TOTAL AUTOS AREA 3
"44-22","7501080900585","0.0950","25.6320","1.6100",TOTAL AUTOS AREA 3
"44-22","0757037513552","0.0020","0.1800","2.0000",TOTAL AUTOS AREA 3
"44-22","7501080954786","0.7620","18.0510","3.8290",TOTAL AUTOS AREA 3
"44-22","7501080954793","0.6800","42.0070","3.8650",TOTAL AUTOS AREA 3
"44-22","7501080955103","0.5630","104.5190","4.9390",TOTAL AUTOS AREA 3
"44-22","7501080955486","0.7650","58.6830","3.2420",TOTAL AUTOS AREA 3
"44-22","7501080900165","2.2280","52.4350","8.4390",TOTAL AUTOS AREA 3
"44-22","7501080952997","0.4780","118.0940","4.3060",TOTAL AUTOS AREA 3
"44-22","7501080900141","0.8270","62.5390","3.4750",TOTAL AUTOS AREA 3
"44-22","7501080952973","0.0060","0.4080","3.0000",TOTAL AUTOS AREA 3
"44-22","7501080900158","0.4970","70.4560","2.4010",TOTAL AUTOS AREA 3
"44-22","0741120000005","0.2690","2.7980","13.4500",TOTAL AUTOS AREA 3
"44-22","0741120000036","0.1190","2.2620","9.1540",TOTAL AUTOS AREA 3
"44-22","0741120000029","0.0980","3.4220","7.0000",TOTAL AUTOS AREA 3
"44-22","0741120000012","0.0320","0.1820","32.0000",TOTAL AUTOS AREA 3
"44-22","0044600305974","0.0020","0.0810","2.0000",TOTAL AUTOS AREA 3
"44-22","7501071907692","1.2030","30.8450","6.1070",TOTAL AUTOS AREA 3
"44-22","7501071907722","0.0000","0.0010","0.0910",TOTAL AUTOS AREA 3
"44-22","7501071907661","2.3870","34.3910","8.8410",TOTAL AUTOS AREA 3
"44-22","7501071907715","0.0010","0.0080","1.0000",TOTAL AUTOS AREA 3
"44-22","7501071907425","0.4520","33.2500","3.9300",TOTAL AUTOS AREA 3
"44-22","7501071905346","0.1810","4.3370","2.8730",TOTAL AUTOS AREA 3
"44-22","7501071905292","0.3460","8.4980","3.2640",TOTAL AUTOS AREA 3
"44-22","7501071907784","0.0140","1.6220","4.6670",TOTAL AUTOS AREA 3
"44-22","7501071901393","0.0010","0.1240","1.0000",TOTAL AUTOS AREA 3
"44-22","7501071903854","0.0040","0.0940","4.0000",TOTAL AUTOS AREA 3
"44-22","7501071903861","0.1380","2.7530","5.5200",TOTAL AUTOS AREA 3
"44-22","7501071905551","7.8380","174.7130","32.9330",TOTAL AUTOS AREA 3
"44-22","7501071900136","2.0190","38.3110","15.7730",TOTAL AUTOS AREA 3
"44-22","7501071903311","0.4270","18.2180","5.6180",TOTAL AUTOS AREA 3
"44-22","7501071903366","1.0430","43.5580","8.0230",TOTAL AUTOS AREA 3
"44-22","7501071900143","9.5120","380.6840","23.8400",TOTAL AUTOS AREA 3
"44-22","7501071900112","0.0100","0.0690","5.0000",TOTAL AUTOS AREA 3
"44-22","7501071902956","1.5020","81.5710","9.8170",TOTAL AUTOS AREA 3
"44-22","7501071903304","0.0100","0.1370","3.3330",TOTAL AUTOS AREA 3
"44-22","7501071900129","5.2170","75.7620","18.3050",TOTAL AUTOS AREA 3
"44-22","7501071906725","0.1900","11.6210","3.2200",TOTAL AUTOS AREA 3
"44-22","7501071907074","1.3620","20.3620","15.3030",TOTAL AUTOS AREA 3
"44-22","7501071906701","0.2500","6.8860","3.9060",TOTAL AUTOS AREA 3
"44-22","7501071906718","0.4200","14.7840","3.3070",TOTAL AUTOS AREA 3
"44-22","7501071904103","0.0520","1.4160","7.4290",TOTAL AUTOS AREA 3
"44-22","7501071902093","0.2860","18.4440","3.3650",TOTAL AUTOS AREA 3
"44-22","7501071903885","0.3580","22.1590","6.2810",TOTAL AUTOS AREA 3
"44-22","7501071902109","1.7500","178.7410","5.6090",TOTAL AUTOS AREA 3
"44-22","7501071904431","4.8460","72.6180","25.7770",TOTAL AUTOS AREA 3
"44-22","7501071904424","1.2600","34.9300","7.2410",TOTAL AUTOS AREA 3
"44-22","7501071903878","1.0170","35.1960","7.2640",TOTAL AUTOS AREA 3
"44-22","7501071902086","1.4770","51.7530","6.2320",TOTAL AUTOS AREA 3
"44-22","7702137007152","0.3020","21.6890","2.5380",TOTAL AUTOS AREA 3
"44-22","7702137007169","0.2360","16.9000","1.9030",TOTAL AUTOS AREA 3
"44-22","4008455425412","0.7680","50.5880","7.2450",TOTAL AUTOS AREA 3
"44-22","4008455460215","0.0120","1.1890","2.0000",TOTAL AUTOS AREA 3
"44-22","4008455457512","1.1180","26.1090","7.6580",TOTAL AUTOS AREA 3
"44-22","4008455458618","0.4900","35.5230","4.7570",TOTAL AUTOS AREA 3
"44-22","4008455458717","0.0880","6.9650","2.7500",TOTAL AUTOS AREA 3
"44-22","4008455423715","0.0560","3.7420","2.3330",TOTAL AUTOS AREA 3
"44-22","4008455394114","0.1680","8.0180","2.5850",TOTAL AUTOS AREA 3
"44-22","4008455394015","0.0940","4.4610","1.7090",TOTAL AUTOS AREA 3
"44-22","4008455423616","0.1030","4.8940","1.7760",TOTAL AUTOS AREA 3
"44-22","4008455394510","0.1380","6.5310","2.3390",TOTAL AUTOS AREA 3
"44-22","4008455423517","0.0790","3.7610","1.5490",TOTAL AUTOS AREA 3
"44-22","4008455394619","0.0720","3.4480","1.5650",TOTAL AUTOS AREA 3
"44-22","4008455394213","0.0810","3.8500","1.6530",TOTAL AUTOS AREA 3
"44-22","4008455394411","0.1010","4.7950","2.0610",TOTAL AUTOS AREA 3
"44-22","4008455524917","0.4380","49.9310","4.4690",TOTAL AUTOS AREA 3
"44-22","4008455438016","0.1400","9.4300","2.3730",TOTAL AUTOS AREA 3
"45-22","7501681100469","2.9700","54.0250","6.6290",TOTAL AUTOS SCANNING MEXICO
"45-22","7501681100513","4.4430","35.5900","17.4920",TOTAL AUTOS SCANNING MEXICO
"45-22","7501681100643BP1","6.7220","110.6590","10.7900",TOTAL AUTOS SCANNING MEXICO
"45-22","7501681100292","4.4900","118.2230","5.6910",TOTAL AUTOS SCANNING MEXICO
"45-22","7501681100384","0.7520","10.3980","4.9800",TOTAL AUTOS SCANNING MEXICO
"45-22","7501681100773","6.5470","125.4260","9.3930",TOTAL AUTOS SCANNING MEXICO
"45-22","7501681100209","0.8810","30.2070","12.0680",TOTAL AUTOS SCANNING MEXICO
"45-22","7501681100216","0.7800","26.7420","10.6850",TOTAL AUTOS SCANNING MEXICO
"45-22","7501681100087","0.5600","19.2230","7.5680",TOTAL AUTOS SCANNING MEXICO
"45-22","7501681100438","0.1000","1.8430","4.1670",TOTAL AUTOS SCANNING MEXICO
"45-22","7501681100766","4.3120","136.2970","7.4340",TOTAL AUTOS SCANNING MEXICO
"45-22","7501681100445","0.0500","1.3010","2.0830",TOTAL AUTOS SCANNING MEXICO
"45-22","7501681100223","12.0390","379.2950","12.0390",TOTAL AUTOS SCANNING MEXICO
"45-22","7501681100650BP2","6.3310","50.0820","10.5520",TOTAL AUTOS SCANNING MEXICO
"45-22","7501681100643BP2","6.7220","54.5040","10.7900",TOTAL AUTOS SCANNING MEXICO
"45-22","7501681100018","0.8180","7.2550","58.4290",TOTAL AUTOS SCANNING MEXICO
"45-22","7501681101299","0.0440","0.4490","4.0000",TOTAL AUTOS SCANNING MEXICO
"45-22","7501026030109","0.0160","0.4140","1.4550",TOTAL AUTOS SCANNING MEXICO
"45-22","0737128247009","0.1910","1.3740","4.8970",TOTAL AUTOS SCANNING MEXICO
"45-22","0737128127004","0.1030","1.3910","2.7840",TOTAL AUTOS SCANNING MEXICO
"45-22","7503031116083","0.4800","10.4450","1.7980",TOTAL AUTOS SCANNING MEXICO
"45-22","7501041508652","0.0080","1.6880","1.1430",TOTAL AUTOS SCANNING MEXICO
"45-22","7503544040257","0.0070","0.3680","2.3330",TOTAL AUTOS SCANNING MEXICO
"45-22","0722429128034","0.1130","6.6330","2.9740",TOTAL AUTOS SCANNING MEXICO
"45-22","0737128047005","0.0260","1.2600","1.3680",TOTAL AUTOS SCANNING MEXICO
"45-22","7502267450312","0.0010","0.0300","1.0000",TOTAL AUTOS SCANNING MEXICO
"45-22","7503025939353","0.3340","18.6250","2.7830",TOTAL AUTOS SCANNING MEXICO
"45-22","0612464080148","0.4570","7.8620","6.9240",TOTAL AUTOS SCANNING MEXICO
"45-22","7502283280818","0.0400","1.1810","2.5000",TOTAL AUTOS SCANNING MEXICO
"45-22","0037000018704","0.2270","20.8180","2.6090",TOTAL AUTOS SCANNING MEXICO
"45-22","7501042306561","0.0130","0.9800","1.3000",TOTAL AUTOS SCANNING MEXICO
"45-22","7501042301733","2.5070","52.7420","34.3420",TOTAL AUTOS SCANNING MEXICO
"45-22","7501042301764","0.5650","17.8540","11.5310",TOTAL AUTOS SCANNING MEXICO
"45-22","7501042301771","0.4970","15.7970","10.1430",TOTAL AUTOS SCANNING MEXICO
"45-22","7501042301740","2.8450","98.4280","33.0810",TOTAL AUTOS SCANNING MEXICO
"45-22","7501042301757","0.9960","13.2310","19.5290",TOTAL AUTOS SCANNING MEXICO
"45-22","7501042300033","0.5760","7.4010","11.7550",TOTAL AUTOS SCANNING MEXICO
"45-22","7501058717115","0.0490","4.1230","1.2890",TOTAL AUTOS SCANNING MEXICO
"45-22","7501058795892","0.8070","105.0740","1.6890",TOTAL AUTOS SCANNING MEXICO
"45-22","7501058717276","0.3040","40.9930","1.5430",TOTAL AUTOS SCANNING MEXICO
"06-22","7501071906800","0.0030","0.1280","1.0000",TOTAL AUTOS AREA 2
"06-22","7702137007152","0.3360","20.2030","2.0360",TOTAL AUTOS AREA 2
"06-22","7702137007169","0.0930","5.6530","1.5500",TOTAL AUTOS AREA 2
"06-22","4008455425412","0.7760","44.0250","5.0390",TOTAL AUTOS AREA 2
"06-22","4008455460215","0.0090","0.7550","1.2860",TOTAL AUTOS AREA 2
"06-22","4008455457512","0.8720","12.9340","8.0000",TOTAL AUTOS AREA 2
"06-22","4008455458618","0.4970","28.0500","4.0080",TOTAL AUTOS AREA 2
"06-22","4008455458717","0.1550","9.1340","2.9250",TOTAL AUTOS AREA 2
"06-22","4008455423715","0.0980","5.7540","1.8150",TOTAL AUTOS AREA 2
"06-22","4008455394114","0.1620","5.9150","2.5310",TOTAL AUTOS AREA 2
"06-22","4008455394015","0.0890","3.2480","2.0700",TOTAL AUTOS AREA 2
"06-22","4008455423616","0.0640","2.1710","1.7300",TOTAL AUTOS AREA 2
"06-22","4008455394510","0.0900","3.2240","1.8000",TOTAL AUTOS AREA 2
"06-22","4008455423517","0.0400","1.4300","1.3790",TOTAL AUTOS AREA 2
"06-22","4008455394619","0.0530","1.8940","1.4720",TOTAL AUTOS AREA 2
"06-22","4008455394213","0.0680","2.5210","1.7890",TOTAL AUTOS AREA 2
"06-22","4008455394411","0.1060","3.8930","1.8930",TOTAL AUTOS AREA 2
"06-22","4008455524917","0.1290","13.9890","2.0480",TOTAL AUTOS AREA 2
"06-22","4008455438016","0.1160","6.7540","2.3670",TOTAL AUTOS AREA 2
"06-22","4008455459417","0.1840","13.1220","1.8970",TOTAL AUTOS AREA 2
"06-22","4008455476711","0.5190","13.5070","3.9620",TOTAL AUTOS AREA 2
"06-22","4008455457710","0.8450","12.4000","8.3660",TOTAL AUTOS AREA 2
"06-22","7502275145897","0.0780","11.4240","1.5920",TOTAL AUTOS AREA 2
"06-22","3045206382007","0.0170","1.4500","1.3080",TOTAL AUTOS AREA 2
"06-22","3045206360609","0.0120","1.1070","1.0910",TOTAL AUTOS AREA 2
"06-22","3045200760009","0.1050","4.9890","2.2830",TOTAL AUTOS AREA 2
"06-22","8410907050053","0.0420","2.3510","2.4710",TOTAL AUTOS AREA 2
"06-22","8411660210036","0.0560","3.3510","1.8670",TOTAL AUTOS AREA 2
"06-22","8411660210012","0.0180","1.0980","2.0000",TOTAL AUTOS AREA 2
"06-22","8411660210029","0.0630","3.7400","1.9090",TOTAL AUTOS AREA 2
"06-22","7501025401993","0.5590","17.7000","34.9380",TOTAL AUTOS AREA 2
"06-22","7501025402051","16.0440","508.2240","31.2140",TOTAL AUTOS AREA 2
"06-22","7501025402235","1.2840","40.5010","5.1570",TOTAL AUTOS AREA 2
"06-22","7501025402242","2.2420","71.2430","6.6540",TOTAL AUTOS AREA 2
"06-22","7501205412122","3.1460","87.0310","8.6430",TOTAL AUTOS AREA 2
"06-22","7501025406561","3.2680","82.2780","13.5030",TOTAL AUTOS AREA 2
"06-22","7501025412135","1.2370","58.3210","4.0290",TOTAL AUTOS AREA 2
"06-22","7501025406578","0.3330","14.5890","5.4590",TOTAL AUTOS AREA 2
"06-22","7501025412104","3.8540","60.4550","10.8560",TOTAL AUTOS AREA 2
"06-22","7501025400958","0.0010","0.0420","1.0000",TOTAL AUTOS AREA 2
"06-22","7501025412784","1.6500","36.7740","5.8720",TOTAL AUTOS AREA 2
"06-22","7501025400941","0.0010","0.0250","1.0000",TOTAL AUTOS AREA 2
"06-22","7501025412357","0.0560","2.1810","2.5450",TOTAL AUTOS AREA 2
"06-22","7501025405816","0.1920","3.1160","9.1430",TOTAL AUTOS AREA 2
"06-22","7501025405311","5.6030","83.4050","116.7290",TOTAL AUTOS AREA 2
"06-22","7501025450212","19.9160","483.8490","132.7730",TOTAL AUTOS AREA 2
"06-22","0000075000622","56.5960","1464.7290","103.2770",TOTAL AUTOS AREA 2
"06-22","0000075000639","17.5620","781.4310","26.2130",TOTAL AUTOS AREA 2
"06-22","0000075000608","2.9880","26.0370","48.9840",TOTAL AUTOS AREA 2
"06-22","7501025402440","0.3420","28.6790","5.7970",TOTAL AUTOS AREA 2
"06-22","0000075000615","74.0810","1014.3540","108.3060",TOTAL AUTOS AREA 2
"06-22","7501025450984BP1","0.0130","0.1660","6.5000",TOTAL AUTOS AREA 2
"06-22","7501025411893","1.1980","44.8910","5.2780",TOTAL AUTOS AREA 2
"06-22","7501025412005","2.0100","159.5710","5.2900",TOTAL AUTOS AREA 2
"06-22","7501025409470","0.0380","1.0010","4.2220",TOTAL AUTOS AREA 2
"06-22","7501025412012","0.2970","29.1380","6.4570",TOTAL AUTOS AREA 2
"06-22","7501025450984BP2","0.0130","0.2830","6.5000",TOTAL AUTOS AREA 2
"06-22","7501025411992","5.5550","148.6260","9.4800",TOTAL AUTOS AREA 2
"06-22","7501025401948","4.7330","112.4700","27.5170",TOTAL AUTOS AREA 2
"06-22","7501025405106","4.8900","154.8710","13.4350",TOTAL AUTOS AREA 2
"06-22","7501025401313","0.9500","53.3280","5.5560",TOTAL AUTOS AREA 2
"06-22","7501025405076","0.0020","0.0200","2.0000",TOTAL AUTOS AREA 2
"06-22","7501025401931","4.4540","50.3920","32.7500",TOTAL AUTOS AREA 2
"06-22","7501025405151","16.4860","288.9960","25.8000",TOTAL AUTOS AREA 2
"06-22","7501025401863","0.4140","27.9070","2.3000",TOTAL AUTOS AREA 2
"06-22","7501025401832","0.7650","15.5980","5.1340",TOTAL AUTOS AREA 2
"06-22","7501025401849","0.4700","10.7550","4.4760",TOTAL AUTOS AREA 2
"06-22","7501025401856","0.9840","39.8750","2.6800",TOTAL AUTOS AREA 2
"06-22","7501025401917","0.3170","20.7130","2.3660",TOTAL AUTOS AREA 2
"06-22","7501025401887","0.0830","1.8430","2.3710",TOTAL AUTOS AREA 2
"06-22","7501025401894","0.4210","9.8960","4.3400",TOTAL AUTOS AREA 2
"06-22","7501025401900","0.6790","27.9270","2.2190",TOTAL AUTOS AREA 2
"06-22","7501025405885","0.1920","4.7280","2.3130",TOTAL AUTOS AREA 2
"06-22","7501025401801","8.5740","138.6080","18.2820",TOTAL AUTOS AREA 2
"06-22","7501025405090","20.4630","311.8230","30.6790",TOTAL AUTOS AREA 2
"06-22","7501025401795","6.3520","160.6390","12.9640",TOTAL AUTOS AREA 2
"06-22","7501025405212","8.2160","206.1070","15.2150",TOTAL AUTOS AREA 2
"06-22","7501021160726","0.1940","8.3750","4.3110",TOTAL AUTOS AREA 2
"06-22","7501021160719","0.2460","12.9750","2.2160",TOTAL AUTOS AREA 2
"06-22","7501681100650BP1","0.4350","5.7880","9.2550",TOTAL AUTOS AREA 2
"06-22","7501681100421","1.0970","16.3070","14.0640",TOTAL AUTOS AREA 2
"06-22","7501681100674","0.1760","10.9770","3.3850",TOTAL AUTOS AREA 2
"06-22","7501681100254","0.8540","12.6000","10.8120",TOTAL AUTOS AREA 2
"06-22","7501681100469","1.4520","22.3470","9.0190",TOTAL AUTOS AREA 2
"06-22","7501681100513","0.3250","4.8470","7.2220",TOTAL AUTOS AREA 2
"06-22","7501681100643BP1","0.3960","5.1830","11.0000",TOTAL AUTOS AREA 2
"06-22","7501681100292","0.8800","21.7910","4.6560",TOTAL AUTOS AREA 2
"06-22","7501681100384","0.0090","0.1130","3.0000",TOTAL AUTOS AREA 2
"06-22","7501681100773","4.6230","83.1300","19.0260",TOTAL AUTOS AREA 2
"06-22","7501681100209","1.1040","32.6510","15.1260",TOTAL AUTOS AREA 2
"06-22","7501681100216","0.9910","29.3460","13.7670",TOTAL AUTOS AREA 2
"06-22","7501681100087","0.7680","22.6990","10.8190",TOTAL AUTOS AREA 2
"06-22","7501681100438","0.4770","13.5950","4.4620",TOTAL AUTOS AREA 2
"06-22","7501681100766","0.5940","17.9420","7.1570",TOTAL AUTOS AREA 2
"06-22","7501681100445","0.0540","1.5030","2.0770",TOTAL AUTOS AREA 2
"48-22","7501058757890","1.0660","104.0050","3.1260",TOTAL AUTOS AREA 6
"48-22","7501058716071","0.0770","12.8750","2.0370",TOTAL AUTOS AREA 6
"48-22","7501058757449","0.2610","39.1520","3.8960",TOTAL AUTOS AREA 6
"48-22","7501058716804","0.1110","9.5910","2.0560",TOTAL AUTOS AREA 6
"48-22","7501058715531","0.9380","14.1670","5.2990",TOTAL AUTOS AREA 6
"48-22","7501058716767","0.8270","112.5040","4.9820",TOTAL AUTOS AREA 6
"48-22","7501058717023","6.7400","154.8980","28.5590",TOTAL AUTOS AREA 6
"48-22","7501058796578BP1","0.0310","1.9180","1.8240",TOTAL AUTOS AREA 6
"48-22","7501058796585","0.0470","5.3760","2.3500",TOTAL AUTOS AREA 6
"48-22","7503002319536","0.4520","49.5100","3.4760",TOTAL AUTOS AREA 6
"48-22","7501058716088","0.1250","21.0720","3.2800",TOTAL AUTOS AREA 6
"48-22","7501058757791","0.4750","83.6560","3.2330",TOTAL AUTOS AREA 6
"48-22","7501058715364","0.0100","0.2250","3.3330",TOTAL AUTOS AREA 6
"48-22","7501058752772","0.5380","12.6090","10.5510",TOTAL AUTOS AREA 6
"48-22","7501058716477","0.0100","0.3850","5.0000",TOTAL AUTOS AREA 6
"48-22","7501058757548","1.8510","74.4520","10.0600",TOTAL AUTOS AREA 6
"48-22","7503002319529","2.6220","160.4400","6.5390",TOTAL AUTOS AREA 6
"48-22","7501058715883","0.1200","31.5440","2.0970",TOTAL AUTOS AREA 6
"48-22","7702626213774","0.9080","52.3510","3.2210",TOTAL AUTOS AREA 6
"48-22","7501058716422","0.0610","4.7440","3.6000",TOTAL AUTOS AREA 6
"48-22","7501058784353","0.9470","92.3150","3.0170",TOTAL AUTOS AREA 6
"48-22","7501058716064","0.0990","10.8040","2.8160",TOTAL AUTOS AREA 6
"48-22","7501058792778BP1","0.0010","0.1280","1.0000",TOTAL AUTOS AREA 6
"48-22","7501058757630","0.1890","21.5180","2.4220",TOTAL AUTOS AREA 6
"48-22","7501058753441","2.9540","68.2740","8.9520",TOTAL AUTOS AREA 6
"48-22","7702626204208BP1","2.7150","32.2810","15.4260",TOTAL AUTOS AREA 6
"48-22","7501058784346","0.3060","47.7080","2.8830",TOTAL AUTOS AREA 6
"48-22","7501058796868","1.4580","25.3590","33.1360",TOTAL AUTOS AREA 6
"48-22","7891035040276","8.5670","106.2060","22.9670",TOTAL AUTOS AREA 6
"48-22","7501058796851","1.2800","22.2400","28.4440",TOTAL AUTOS AREA 6
"48-22","7501058714596","12.9600","158.4430","31.3030",TOTAL AUTOS AREA 6
"48-22","7891035040191","0.0010","0.0120","1.0000",TOTAL AUTOS AREA 6
"48-22","7501058751188","0.3290","35.8820","2.4340",TOTAL AUTOS AREA 6
"48-22","7501058716095","0.1000","16.8320","2.0770",TOTAL AUTOS AREA 6
"48-22","7501058751461","0.1540","24.9160","2.3680",TOTAL AUTOS AREA 6
"48-22","7501058757555","1.1740","46.9260","6.8630",TOTAL AUTOS AREA 6
"48-22","7501058751195","1.1960","73.4260","3.6560",TOTAL AUTOS AREA 6
"48-22","0046500022692","0.0040","0.3980","2.0000",TOTAL AUTOS AREA 6
"48-22","0046500729355","0.0030","0.1380","3.0000",TOTAL AUTOS AREA 6
"48-22","7501268200001","1.2100","12.1640","22.0000",TOTAL AUTOS SCANNING MEXICO
"48-22","7501268200506","0.1680","3.4440","11.2000",TOTAL AUTOS SCANNING MEXICO
"48-22","7501268200339","0.5340","17.0880","23.2170",TOTAL AUTOS SCANNING MEXICO
"48-22","7501268200025","10.9760","118.4500","90.7110",TOTAL AUTOS SCANNING MEXICO
"48-22","7501268200049","25.2480","463.4000","54.4140",TOTAL AUTOS SCANNING MEXICO
"48-22","7501268200070","10.5500","379.9200","33.4920",TOTAL AUTOS SCANNING MEXICO
"48-22","7501268200261","1.6750","94.5730","10.9480",TOTAL AUTOS SCANNING MEXICO
"48-22","7501268200513","1.6960","18.4720","12.9470",TOTAL AUTOS SCANNING MEXICO
"48-22","0757037512449","0.3180","28.4720","6.2350",TOTAL AUTOS SCANNING MEXICO
"48-22","0757037517123","0.0150","0.8010","1.3940",TOTAL AUTOS SCANNING MEXICO
"48-22","7501080900585","0.5910","152.5730","1.7490",TOTAL AUTOS SCANNING MEXICO
"48-22","0757037513552","0.0220","1.9780","1.3750",TOTAL AUTOS SCANNING MEXICO
"48-22","7501080954786","4.2380","99.0760","3.7110",TOTAL AUTOS SCANNING MEXICO
"48-22","7501080954793","4.2590","257.1790","3.2630",TOTAL AUTOS SCANNING MEXICO
"48-22","7501080955103","2.4200","444.6050","3.6340",TOTAL AUTOS SCANNING MEXICO
"48-22","0757037516935","0.0930","9.2100","18.6000",TOTAL AUTOS SCANNING MEXICO
"48-22","7501080955486","4.6790","355.7880","3.4150",TOTAL AUTOS SCANNING MEXICO
"48-22","7501080900165","13.0120","301.2290","8.3410",TOTAL AUTOS SCANNING MEXICO
"48-22","7501080955530","0.0140","0.2660","14.0000",TOTAL AUTOS SCANNING MEXICO
"48-22","7501080952997","2.1020","498.5580","3.2330",TOTAL AUTOS SCANNING MEXICO
"48-22","7501080900141","4.4700","334.3210","3.0640",TOTAL AUTOS SCANNING MEXICO
"48-22","7501080952973","0.0070","0.4760","7.0000",TOTAL AUTOS SCANNING MEXICO
"48-22","7501080900158","2.4760","337.5550","2.3580",TOTAL AUTOS SCANNING MEXICO
"48-22","0741120000746","0.0030","0.0590","3.0000",TOTAL AUTOS SCANNING MEXICO
"48-22","0741120000005","25.0330","275.7130","54.5380",TOTAL AUTOS SCANNING MEXICO
"48-22","0741120000036","4.4200","87.9660","15.1380",TOTAL AUTOS SCANNING MEXICO
"48-22","0741120000029","9.1290","335.3240","22.3750",TOTAL AUTOS SCANNING MEXICO
"48-22","0741120000012","0.2000","1.2600","11.7650",TOTAL AUTOS SCANNING MEXICO
"48-22","7501071907692","7.0520","178.8300","5.8470",TOTAL AUTOS SCANNING MEXICO
"48-22","7501071907654","0.0040","0.0420","1.3330",TOTAL AUTOS SCANNING MEXICO
"48-22","7501071907722","0.0060","0.0510","1.2360",TOTAL AUTOS SCANNING MEXICO
"48-22","7501071907661","15.7380","237.9590","8.2920",TOTAL AUTOS SCANNING MEXICO
"48-22","7501071907715","0.0790","1.2080","2.5480",TOTAL AUTOS SCANNING MEXICO
"48-22","7501071907425","3.2720","234.2700","3.6270",TOTAL AUTOS SCANNING MEXICO
"48-22","7501071907401","0.0070","0.0970","1.7500",TOTAL AUTOS SCANNING MEXICO
"48-22","7501071905346","1.4330","34.2130","3.6560",TOTAL AUTOS SCANNING MEXICO
"48-22","7501071905292","2.0620","50.5280","3.1730",TOTAL AUTOS SCANNING MEXICO
"48-22","7501071907784","0.2000","6.5670","10.5260",TOTAL AUTOS SCANNING MEXICO
"48-22","7501071901393","0.0390","4.4020","3.2500",TOTAL AUTOS SCANNING MEXICO
"48-22","7501071903854","0.0010","0.0230","1.0000",TOTAL AUTOS SCANNING MEXICO
"48-22","7501071903861","0.3350","6.6660","4.8540",TOTAL AUTOS SCANNING MEXICO
